"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2012-06-21","21 Jun 2012","8.0643","0.80695"
"2012-06-22","22 Jun 2012","7.9809","0.80420"
"2012-06-25","25 Jun 2012","7.9465","0.80285"
"2012-06-26","26 Jun 2012","7.9387","0.79960"
"2012-06-27","27 Jun 2012","7.9330","0.79990"
"2012-06-28","28 Jun 2012","7.8959","0.79885"
"2012-06-29","29 Jun 2012","8.0011","0.80680"
"2012-07-02","02 Jul 2012","7.9948","0.80410"
"2012-07-03","03 Jul 2012","7.9883","0.80275"
"2012-07-04","04 Jul 2012","7.9727","0.80320"
"2012-07-05","05 Jul 2012","7.8992","0.79840"
"2012-07-06","06 Jul 2012","7.8786","0.79650"
"2012-07-09","09 Jul 2012","7.8336","0.79360"
"2012-07-10","10 Jul 2012","7.8215","0.79210"
"2012-07-11","11 Jul 2012","7.7828","0.78815"
"2012-07-12","12 Jul 2012","7.7619","0.78860"
"2012-07-13","13 Jul 2012","7.7849","0.78750"
"2012-07-16","16 Jul 2012","7.7687","0.78440"
"2012-07-17","17 Jul 2012","7.8282","0.78615"
"2012-07-18","18 Jul 2012","7.7937","0.78400"
"2012-07-19","19 Jul 2012","7.8317","0.78300"
"2012-07-20","20 Jul 2012","7.7775","0.77835"
"2012-07-23","23 Jul 2012","7.7303","0.77980"
"2012-07-24","24 Jul 2012","7.7199","0.77850"
"2012-07-25","25 Jul 2012","7.7518","0.78320"
"2012-07-26","26 Jul 2012","7.8283","0.78280"
"2012-07-27","27 Jul 2012","7.8591","0.78295"
"2012-07-30","30 Jul 2012","7.8123","0.77985"
"2012-07-31","31 Jul 2012","7.8147","0.78395"
"2012-08-01","01 Aug 2012","7.8322","0.78750"
"2012-08-02","02 Aug 2012","7.8612","0.79040"
"2012-08-03","03 Aug 2012","7.8031","0.78745"
"2012-08-06","06 Aug 2012","7.8904","0.79500"
"2012-08-07","07 Aug 2012","7.9175","0.79340"
"2012-08-08","08 Aug 2012","7.8473","0.78880"
"2012-08-09","09 Aug 2012","7.8226","0.78710"
"2012-08-10","10 Aug 2012","7.7989","0.78610"
"2012-08-13","13 Aug 2012","7.8509","0.78615"
"2012-08-14","14 Aug 2012","7.8545","0.78600"
"2012-08-15","15 Aug 2012","7.8104","0.78260"
"2012-08-16","16 Aug 2012","7.8172","0.78195"
"2012-08-17","17 Aug 2012","7.8445","0.78515"
"2012-08-20","20 Aug 2012","7.8235","0.78345"
"2012-08-21","21 Aug 2012","7.9015","0.78835"
"2012-08-22","22 Aug 2012","7.9067","0.78785"
"2012-08-23","23 Aug 2012","7.9760","0.79110"
"2012-08-24","24 Aug 2012","7.9492","0.78960"
"2012-08-27","27 Aug 2012","7.9666","0.79244"
"2012-08-28","28 Aug 2012","7.9719","0.79470"
"2012-08-29","29 Aug 2012","7.9696","0.79180"
"2012-08-30","30 Aug 2012","7.9649","0.79110"
"2012-08-31","31 Aug 2012","8.0062","0.79525"
"2012-09-03","03 Sep 2012","7.9686","0.79120"
"2012-09-04","04 Sep 2012","7.9843","0.79210"
"2012-09-05","05 Sep 2012","7.9860","0.79035"
"2012-09-06","06 Sep 2012","8.0177","0.79360"
"2012-09-07","07 Sep 2012","8.0604","0.79670"
"2012-09-10","10 Sep 2012","8.0970","0.79970"
"2012-09-11","11 Sep 2012","8.1016","0.79780"
"2012-09-12","12 Sep 2012","8.1592","0.80170"
"2012-09-13","13 Sep 2012","8.1733","0.80145"
"2012-09-14","14 Sep 2012","8.2696","0.80745"
"2012-09-17","17 Sep 2012","8.2745","0.80695"
"2012-09-18","18 Sep 2012","8.2496","0.80350"
"2012-09-19","19 Sep 2012","8.2040","0.80270"
"2012-09-20","20 Sep 2012","8.1668","0.80017"
"2012-09-21","21 Sep 2012","8.1895","0.79870"
"2012-09-24","24 Sep 2012","8.1491","0.79680"
"2012-09-25","25 Sep 2012","8.1566","0.79650"
"2012-09-26","26 Sep 2012","8.0961","0.79490"
"2012-09-27","27 Sep 2012","8.1150","0.79390"
"2012-09-28","28 Sep 2012","8.1261","0.79805"
"2012-10-01","01 Oct 2012","8.0926","0.79830"
"2012-10-02","02 Oct 2012","8.1779","0.80060"
"2012-10-03","03 Oct 2012","8.1707","0.80085"
"2012-10-04","04 Oct 2012","8.2090","0.80395"
"2012-10-05","05 Oct 2012","8.2226","0.80325"
"2012-10-08","08 Oct 2012","8.1498","0.80840"
"2012-10-09","09 Oct 2012","8.1465","0.80790"
"2012-10-10","10 Oct 2012","8.1210","0.80495"
"2012-10-11","11 Oct 2012","8.1086","0.80525"
"2012-10-12","12 Oct 2012","8.1267","0.80650"
"2012-10-15","15 Oct 2012","8.1318","0.80745"
"2012-10-16","16 Oct 2012","8.1728","0.80970"
"2012-10-17","17 Oct 2012","8.2059","0.81150"
"2012-10-18","18 Oct 2012","8.2006","0.81190"
"2012-10-19","19 Oct 2012","8.1514","0.81275"
"2012-10-22","22 Oct 2012","8.1705","0.81450"
"2012-10-23","23 Oct 2012","8.1308","0.81365"
"2012-10-24","24 Oct 2012","8.0858","0.80830"
"2012-10-25","25 Oct 2012","8.1102","0.80490"
"2012-10-26","26 Oct 2012","8.0661","0.80120"
"2012-10-29","29 Oct 2012","8.0530","0.80455"
"2012-10-30","30 Oct 2012","8.0884","0.80620"
"2012-10-31","31 Oct 2012","8.1041","0.80645"
"2012-11-01","01 Nov 2012","8.0970","0.80315"
"2012-11-02","02 Nov 2012","8.0205","0.80160"
"2012-11-05","05 Nov 2012","7.9820","0.79990"
"2012-11-06","06 Nov 2012","8.0166","0.80095"
"2012-11-07","07 Nov 2012","7.9770","0.79840"
"2012-11-08","08 Nov 2012","7.9698","0.79655"
"2012-11-09","09 Nov 2012","7.9277","0.79725"
"2012-11-12","12 Nov 2012","7.9333","0.80200"
"2012-11-13","13 Nov 2012","7.9116","0.79965"
"2012-11-14","14 Nov 2012","7.9222","0.80260"
"2012-11-15","15 Nov 2012","7.9520","0.80545"
"2012-11-16","16 Nov 2012","7.9471","0.80245"
"2012-11-19","19 Nov 2012","7.9569","0.80320"
"2012-11-20","20 Nov 2012","7.9837","0.80465"
"2012-11-21","21 Nov 2012","7.9800","0.80370"
"2012-11-22","22 Nov 2012","8.0349","0.80770"
"2012-11-23","23 Nov 2012","8.0406","0.81010"
"2012-11-26","26 Nov 2012","8.0707","0.80995"
"2012-11-27","27 Nov 2012","8.0647","0.80810"
"2012-11-28","28 Nov 2012","8.0260","0.80687"
"2012-11-29","29 Nov 2012","8.0917","0.81053"
"2012-11-30","30 Nov 2012","8.0899","0.81080"
"2012-12-03","03 Dec 2012","8.1328","0.81210"
"2012-12-04","04 Dec 2012","8.1506","0.81230"
"2012-12-05","05 Dec 2012","8.1395","0.81190"
"2012-12-06","06 Dec 2012","8.1439","0.81135"
"2012-12-07","07 Dec 2012","8.0358","0.80610"
"2012-12-10","10 Dec 2012","8.0684","0.80440"
"2012-12-11","11 Dec 2012","8.1157","0.80740"
"2012-12-12","12 Dec 2012","8.1480","0.80775"
"2012-12-13","13 Dec 2012","8.1849","0.81005"
"2012-12-14","14 Dec 2012","8.1704","0.81150"
"2012-12-17","17 Dec 2012","8.2105","0.81200"
"2012-12-18","18 Dec 2012","8.2079","0.81280"
"2012-12-19","19 Dec 2012","8.2902","0.81610"
"2012-12-20","20 Dec 2012","8.2554","0.81460"
"2012-12-21","21 Dec 2012","8.2311","0.81420"
"2012-12-24","24 Dec 2012","8.2394","0.81750"
"2012-12-27","27 Dec 2012","8.2740","0.81990"
"2012-12-28","28 Dec 2012","8.2172","0.81695"
"2012-12-31","31 Dec 2012","8.2207","0.81610"
"2013-01-02","02 Jan 2013","8.2663","0.81400"
"2013-01-03","03 Jan 2013","8.1703","0.81075"
"2013-01-04","04 Jan 2013","8.1073","0.81230"
"2013-01-07","07 Jan 2013","8.1230","0.81170"
"2013-01-08","08 Jan 2013","8.1462","0.81450"
"2013-01-09","09 Jan 2013","8.1288","0.81505"
"2013-01-10","10 Jan 2013","8.1630","0.81720"
"2013-01-11","11 Jan 2013","8.2523","0.82320"
"2013-01-14","14 Jan 2013","8.2985","0.83120"
"2013-01-15","15 Jan 2013","8.2837","0.83025"
"2013-01-16","16 Jan 2013","8.2552","0.83010"
"2013-01-17","17 Jan 2013","8.3165","0.83410"
"2013-01-18","18 Jan 2013","8.2879","0.83720"
"2013-01-21","21 Jan 2013","8.2892","0.83900"
"2013-01-22","22 Jan 2013","8.2840","0.83965"
"2013-01-23","23 Jan 2013","8.2891","0.84070"
"2013-01-24","24 Jan 2013","8.3069","0.84390"
"2013-01-25","25 Jan 2013","8.3790","0.85140"
"2013-01-28","28 Jan 2013","8.3717","0.85450"
"2013-01-29","29 Jan 2013","8.3659","0.85360"
"2013-01-30","30 Jan 2013","8.4239","0.85830"
"2013-01-31","31 Jan 2013","8.4267","0.85700"
"2013-02-01","01 Feb 2013","8.4965","0.86170"
"2013-02-04","04 Feb 2013","8.4482","0.86190"
"2013-02-05","05 Feb 2013","8.4341","0.85990"
"2013-02-06","06 Feb 2013","8.4238","0.86310"
"2013-02-07","07 Feb 2013","8.4420","0.86240"
"2013-02-08","08 Feb 2013","8.3392","0.84635"
"2013-02-11","11 Feb 2013","8.3458","0.85350"
"2013-02-12","12 Feb 2013","8.3771","0.86150"
"2013-02-13","13 Feb 2013","8.4014","0.86600"
"2013-02-14","14 Feb 2013","8.3062","0.85940"
"2013-02-15","15 Feb 2013","8.3044","0.86040"
"2013-02-18","18 Feb 2013","8.3391","0.86190"
"2013-02-19","19 Feb 2013","8.3356","0.86310"
"2013-02-20","20 Feb 2013","8.3401","0.87330"
"2013-02-21","21 Feb 2013","8.2274","0.86420"
"2013-02-22","22 Feb 2013","8.2289","0.86205"
"2013-02-25","25 Feb 2013","8.2982","0.87890"
"2013-02-26","26 Feb 2013","8.1481","0.86330"
"2013-02-27","27 Feb 2013","8.1563","0.86405"
"2013-02-28","28 Feb 2013","8.1720","0.86300"
"2013-03-01","01 Mar 2013","8.0908","0.86470"
"2013-03-04","04 Mar 2013","8.0979","0.86400"
"2013-03-05","05 Mar 2013","8.1065","0.85980"
"2013-03-06","06 Mar 2013","8.1066","0.86440"
"2013-03-07","07 Mar 2013","8.0926","0.86500"
"2013-03-08","08 Mar 2013","8.1413","0.87100"
"2013-03-11","11 Mar 2013","8.0803","0.87335"
"2013-03-12","12 Mar 2013","8.1141","0.87630"
"2013-03-13","13 Mar 2013","8.0667","0.86780"
"2013-03-14","14 Mar 2013","8.0415","0.86570"
"2013-03-15","15 Mar 2013","8.1354","0.86400"
"2013-03-18","18 Mar 2013","8.0399","0.85620"
"2013-03-19","19 Mar 2013","8.0457","0.85585"
"2013-03-20","20 Mar 2013","8.0473","0.85520"
"2013-03-21","21 Mar 2013","8.0273","0.85165"
"2013-03-22","22 Mar 2013","8.0433","0.85280"
"2013-03-25","25 Mar 2013","8.0368","0.85160"
"2013-03-26","26 Mar 2013","7.9899","0.84900"
"2013-03-27","27 Mar 2013","7.9340","0.84515"
"2013-03-28","28 Mar 2013","7.9600","0.84560"
"2013-04-02","02 Apr 2013","7.9379","0.84690"
"2013-04-03","03 Apr 2013","7.9639","0.84840"
"2013-04-04","04 Apr 2013","7.9484","0.84745"
"2013-04-05","05 Apr 2013","8.0272","0.84910"
"2013-04-08","08 Apr 2013","8.0786","0.85095"
"2013-04-09","09 Apr 2013","8.0879","0.85175"
"2013-04-10","10 Apr 2013","8.1053","0.85480"
"2013-04-11","11 Apr 2013","8.1288","0.85200"
"2013-04-12","12 Apr 2013","8.0819","0.84970"
"2013-04-15","15 Apr 2013","8.0931","0.85290"
"2013-04-16","16 Apr 2013","8.1178","0.85690"
"2013-04-17","17 Apr 2013","8.1041","0.86130"
"2013-04-18","18 Apr 2013","8.0632","0.85480"
"2013-04-19","19 Apr 2013","8.1021","0.85440"
"2013-04-22","22 Apr 2013","8.0592","0.85630"
"2013-04-23","23 Apr 2013","8.0267","0.85165"
"2013-04-24","24 Apr 2013","8.0352","0.85250"
"2013-04-25","25 Apr 2013","8.0650","0.84580"
"2013-04-26","26 Apr 2013","8.0139","0.84000"
"2013-04-29","29 Apr 2013","8.0842","0.84400"
"2013-04-30","30 Apr 2013","8.0597","0.84430"
"2013-05-02","02 May 2013","8.1204","0.84660"
"2013-05-03","03 May 2013","8.0725","0.84310"
"2013-05-06","06 May 2013","8.0826","0.84310"
"2013-05-07","07 May 2013","8.0658","0.84420"
"2013-05-08","08 May 2013","8.0665","0.84690"
"2013-05-09","09 May 2013","8.0572","0.84435"
"2013-05-10","10 May 2013","7.9782","0.84430"
"2013-05-13","13 May 2013","7.9742","0.84410"
"2013-05-14","14 May 2013","7.9715","0.84815"
"2013-05-15","15 May 2013","7.9050","0.84640"
"2013-05-16","16 May 2013","7.9263","0.84550"
"2013-05-17","17 May 2013","7.9040","0.84475"
"2013-05-20","20 May 2013","7.8903","0.84560"
"2013-05-21","21 May 2013","7.8955","0.84910"
"2013-05-22","22 May 2013","7.9232","0.85570"
"2013-05-23","23 May 2013","7.9055","0.85515"
"2013-05-24","24 May 2013","7.9341","0.85695"
"2013-05-27","27 May 2013","7.9201","0.85560"
"2013-05-28","28 May 2013","7.9200","0.85530"
"2013-05-29","29 May 2013","7.9384","0.85695"
"2013-05-30","30 May 2013","7.9428","0.85570"
"2013-05-31","31 May 2013","7.9789","0.85365"
"2013-06-03","03 Jun 2013","7.9761","0.85180"
"2013-06-04","04 Jun 2013","8.0237","0.85580"
"2013-06-05","05 Jun 2013","8.0071","0.85105"
"2013-06-06","06 Jun 2013","8.0493","0.84910"
"2013-06-07","07 Jun 2013","8.1328","0.85130"
"2013-06-10","10 Jun 2013","8.1017","0.85040"
"2013-06-11","11 Jun 2013","8.1410","0.85390"
"2013-06-12","12 Jun 2013","8.1434","0.84825"
"2013-06-13","13 Jun 2013","8.1680","0.84950"
"2013-06-14","14 Jun 2013","8.1558","0.85150"
"2013-06-17","17 Jun 2013","8.1688","0.84755"
"2013-06-18","18 Jun 2013","8.1963","0.85620"
"2013-06-19","19 Jun 2013","8.2139","0.85580"
"2013-06-20","20 Jun 2013","8.0892","0.85450"
"2013-06-21","21 Jun 2013","8.0832","0.85330"
"2013-06-24","24 Jun 2013","8.0415","0.85115"
"2013-06-25","25 Jun 2013","8.0707","0.84860"
"2013-06-26","26 Jun 2013","8.0065","0.84820"
"2013-06-27","27 Jun 2013","8.0132","0.85310"
"2013-06-28","28 Jun 2013","8.0280","0.85720"
"2013-07-01","01 Jul 2013","7.9952","0.85625"
"2013-07-02","02 Jul 2013","7.9833","0.85790"
"2013-07-03","03 Jul 2013","7.9449","0.84920"
"2013-07-04","04 Jul 2013","7.9537","0.85980"
"2013-07-05","05 Jul 2013","7.9006","0.86055"
"2013-07-08","08 Jul 2013","7.8818","0.86160"
"2013-07-09","09 Jul 2013","7.8811","0.86500"
"2013-07-10","10 Jul 2013","7.8601","0.86020"
"2013-07-11","11 Jul 2013","7.9982","0.86290"
"2013-07-12","12 Jul 2013","8.0005","0.86270"
"2013-07-15","15 Jul 2013","7.9865","0.86470"
"2013-07-16","16 Jul 2013","8.0479","0.86930"
"2013-07-17","17 Jul 2013","8.0595","0.86315"
"2013-07-18","18 Jul 2013","8.0408","0.86090"
"2013-07-19","19 Jul 2013","8.0548","0.85995"
"2013-07-22","22 Jul 2013","8.0856","0.85900"
"2013-07-23","23 Jul 2013","8.0891","0.85955"
"2013-07-24","24 Jul 2013","8.1264","0.86260"
"2013-07-25","25 Jul 2013","8.0992","0.86370"
"2013-07-26","26 Jul 2013","8.1305","0.86105"
"2013-07-29","29 Jul 2013","8.1377","0.86340"
"2013-07-30","30 Jul 2013","8.1451","0.86735"
"2013-07-31","31 Jul 2013","8.1361","0.87350"
"2013-08-01","01 Aug 2013","8.1142","0.86920"
"2013-08-02","02 Aug 2013","8.0926","0.87135"
"2013-08-05","05 Aug 2013","8.1195","0.86425"
"2013-08-06","06 Aug 2013","8.1295","0.86575"
"2013-08-07","07 Aug 2013","8.1416","0.85955"
"2013-08-08","08 Aug 2013","8.1771","0.86200"
"2013-08-09","09 Aug 2013","8.1870","0.86135"
"2013-08-12","12 Aug 2013","8.1301","0.85860"
"2013-08-13","13 Aug 2013","8.1348","0.85955"
"2013-08-14","14 Aug 2013","8.1041","0.85440"
"2013-08-15","15 Aug 2013","8.1285","0.85330"
"2013-08-16","16 Aug 2013","8.1574","0.85325"
"2013-08-19","19 Aug 2013","8.1704","0.85290"
"2013-08-20","20 Aug 2013","8.2021","0.85490"
"2013-08-21","21 Aug 2013","8.1956","0.85295"
"2013-08-22","22 Aug 2013","8.1550","0.85505"
"2013-08-23","23 Aug 2013","8.1759","0.85910"
"2013-08-26","26 Aug 2013","8.1803","0.85850"
"2013-08-27","27 Aug 2013","8.1651","0.86090"
"2013-08-28","28 Aug 2013","8.1686","0.86320"
"2013-08-29","29 Aug 2013","8.1214","0.85490"
"2013-08-30","30 Aug 2013","8.0979","0.85395"
"2013-09-02","02 Sep 2013","8.0822","0.84775"
"2013-09-03","03 Sep 2013","8.0621","0.84730"
"2013-09-04","04 Sep 2013","8.0608","0.84380"
"2013-09-05","05 Sep 2013","8.0778","0.84310"
"2013-09-06","06 Sep 2013","8.0269","0.84200"
"2013-09-09","09 Sep 2013","8.0760","0.84130"
"2013-09-10","10 Sep 2013","8.1029","0.84380"
"2013-09-11","11 Sep 2013","8.1187","0.84140"
"2013-09-12","12 Sep 2013","8.1308","0.84100"
"2013-09-13","13 Sep 2013","8.1349","0.83990"
"2013-09-16","16 Sep 2013","8.1748","0.83850"
"2013-09-17","17 Sep 2013","8.1759","0.83970"
"2013-09-18","18 Sep 2013","8.1730","0.83580"
"2013-09-19","19 Sep 2013","8.2887","0.84200"
"2013-09-20","20 Sep 2013","8.2712","0.84360"
"2013-09-23","23 Sep 2013","8.2650","0.84115"
"2013-09-24","24 Sep 2013","8.2520","0.84431"
"2013-09-25","25 Sep 2013","8.2650","0.84165"
"2013-09-26","26 Sep 2013","8.2622","0.84180"
"2013-09-27","27 Sep 2013","8.2827","0.84000"
"2013-09-30","30 Sep 2013","8.2645","0.83605"
"2013-10-01","01 Oct 2013","8.2972","0.83450"
"2013-10-02","02 Oct 2013","8.2728","0.83410"
"2013-10-03","03 Oct 2013","8.3205","0.83940"
"2013-10-04","04 Oct 2013","8.3192","0.84690"
"2013-10-07","07 Oct 2013","8.3055","0.84370"
"2013-10-08","08 Oct 2013","8.3133","0.84265"
"2013-10-09","09 Oct 2013","8.2709","0.84640"
"2013-10-10","10 Oct 2013","8.2773","0.84810"
"2013-10-11","11 Oct 2013","8.3004","0.84900"
"2013-10-14","14 Oct 2013","8.2830","0.84830"
"2013-10-15","15 Oct 2013","8.2334","0.84635"
"2013-10-16","16 Oct 2013","8.2725","0.84590"
"2013-10-17","17 Oct 2013","8.3299","0.84760"
"2013-10-18","18 Oct 2013","8.3431","0.84515"
"2013-10-21","21 Oct 2013","8.3309","0.84650"
"2013-10-22","22 Oct 2013","8.3320","0.84760"
"2013-10-23","23 Oct 2013","8.3693","0.85160"
"2013-10-24","24 Oct 2013","8.3998","0.85370"
"2013-10-25","25 Oct 2013","8.3814","0.85190"
"2013-10-28","28 Oct 2013","8.3888","0.85340"
"2013-10-29","29 Oct 2013","8.3855","0.85670"
"2013-10-30","30 Oct 2013","8.3831","0.85590"
"2013-10-31","31 Oct 2013","8.3109","0.85020"
"2013-11-01","01 Nov 2013","8.2381","0.84635"
"2013-11-04","04 Nov 2013","8.2411","0.84560"
"2013-11-05","05 Nov 2013","8.2281","0.84030"
"2013-11-06","06 Nov 2013","8.2346","0.84030"
"2013-11-07","07 Nov 2013","8.1420","0.83210"
"2013-11-08","08 Nov 2013","8.1822","0.83525"
"2013-11-11","11 Nov 2013","8.1587","0.83810"
"2013-11-12","12 Nov 2013","8.1825","0.84470"
"2013-11-13","13 Nov 2013","8.1735","0.83990"
"2013-11-14","14 Nov 2013","8.1847","0.83715"
"2013-11-15","15 Nov 2013","8.2005","0.83770"
"2013-11-18","18 Nov 2013","8.2328","0.83880"
"2013-11-19","19 Nov 2013","8.2274","0.83850"
"2013-11-20","20 Nov 2013","8.2434","0.83765"
"2013-11-21","21 Nov 2013","8.2082","0.83500"
"2013-11-22","22 Nov 2013","8.2385","0.83440"
"2013-11-25","25 Nov 2013","8.2344","0.83480"
"2013-11-26","26 Nov 2013","8.2530","0.83830"
"2013-11-27","27 Nov 2013","8.2839","0.83405"
"2013-11-28","28 Nov 2013","8.2809","0.83215"
"2013-11-29","29 Nov 2013","8.2956","0.83275"
"2013-12-02","02 Dec 2013","8.2479","0.82605"
"2013-12-03","03 Dec 2013","8.2717","0.82710"
"2013-12-04","04 Dec 2013","8.2789","0.83000"
"2013-12-05","05 Dec 2013","8.2811","0.83130"
"2013-12-06","06 Dec 2013","8.3103","0.83580"
"2013-12-09","09 Dec 2013","8.3330","0.83765"
"2013-12-10","10 Dec 2013","8.3486","0.83645"
"2013-12-11","11 Dec 2013","8.3565","0.84025"
"2013-12-12","12 Dec 2013","8.3675","0.83970"
"2013-12-13","13 Dec 2013","8.3367","0.84370"
"2013-12-16","16 Dec 2013","8.3651","0.84385"
"2013-12-17","17 Dec 2013","8.3477","0.84560"
"2013-12-18","18 Dec 2013","8.3483","0.84010"
"2013-12-19","19 Dec 2013","8.3011","0.83490"
"2013-12-20","20 Dec 2013","8.2889","0.83480"
"2013-12-23","23 Dec 2013","8.3151","0.83770"
"2013-12-24","24 Dec 2013","8.3081","0.83603"
"2013-12-27","27 Dec 2013","8.3841","0.83665"
"2013-12-30","30 Dec 2013","8.3555","0.83640"
"2013-12-31","31 Dec 2013","8.3491","0.83370"
"2014-01-02","02 Jan 2014","8.2642","0.82820"
"2014-01-03","03 Jan 2014","8.2569","0.83045"
"2014-01-06","06 Jan 2014","8.2327","0.83030"
"2014-01-07","07 Jan 2014","8.2554","0.83115"
"2014-01-08","08 Jan 2014","8.2249","0.82770"
"2014-01-09","09 Jan 2014","8.2404","0.82575"
"2014-01-10","10 Jan 2014","8.2230","0.82800"
"2014-01-13","13 Jan 2014","8.2531","0.83170"
"2014-01-14","14 Jan 2014","8.2587","0.83145"
"2014-01-15","15 Jan 2014","8.2263","0.83020"
"2014-01-16","16 Jan 2014","8.2360","0.83215"
"2014-01-17","17 Jan 2014","8.2180","0.82620"
"2014-01-20","20 Jan 2014","8.2111","0.82620"
"2014-01-21","21 Jan 2014","8.1842","0.82390"
"2014-01-22","22 Jan 2014","8.2107","0.81900"
"2014-01-23","23 Jan 2014","8.2528","0.82175"
"2014-01-24","24 Jan 2014","8.2810","0.82910"
"2014-01-27","27 Jan 2014","8.2593","0.82505"
"2014-01-28","28 Jan 2014","8.2589","0.82285"
"2014-01-29","29 Jan 2014","8.2402","0.82210"
"2014-01-30","30 Jan 2014","8.2302","0.82380"
"2014-01-31","31 Jan 2014","8.1923","0.82135"
"2014-02-03","03 Feb 2014","8.1798","0.82590"
"2014-02-04","04 Feb 2014","8.1963","0.82905"
"2014-02-05","05 Feb 2014","8.2073","0.83220"
"2014-02-06","06 Feb 2014","8.1770","0.82875"
"2014-02-07","07 Feb 2014","8.2310","0.83140"
"2014-02-10","10 Feb 2014","8.2652","0.83160"
"2014-02-11","11 Feb 2014","8.2879","0.83075"
"2014-02-12","12 Feb 2014","8.2289","0.82160"
"2014-02-13","13 Feb 2014","8.2924","0.82150"
"2014-02-14","14 Feb 2014","8.3162","0.82035"
"2014-02-17","17 Feb 2014","8.3071","0.81885"
"2014-02-18","18 Feb 2014","8.3323","0.82330"
"2014-02-19","19 Feb 2014","8.3517","0.82510"
"2014-02-20","20 Feb 2014","8.3394","0.82200"
"2014-02-21","21 Feb 2014","8.3495","0.82183"
"2014-02-24","24 Feb 2014","8.3751","0.82465"
"2014-02-25","25 Feb 2014","8.4220","0.82395"
"2014-02-26","26 Feb 2014","8.4073","0.82260"
"2014-02-27","27 Feb 2014","8.3688","0.82035"
"2014-02-28","28 Feb 2014","8.4882","0.82625"
"2014-03-03","03 Mar 2014","8.4589","0.82305"
"2014-03-04","04 Mar 2014","8.4564","0.82460"
"2014-03-05","05 Mar 2014","8.4158","0.82170"
"2014-03-06","06 Mar 2014","8.4128","0.82340"
"2014-03-07","07 Mar 2014","8.5109","0.82850"
"2014-03-10","10 Mar 2014","8.5232","0.83380"
"2014-03-11","11 Mar 2014","8.5040","0.83360"
"2014-03-12","12 Mar 2014","8.5344","0.83590"
"2014-03-13","13 Mar 2014","8.5566","0.83545"
"2014-03-14","14 Mar 2014","8.5385","0.83665"
"2014-03-17","17 Mar 2014","8.5895","0.83675"
"2014-03-18","18 Mar 2014","8.6083","0.83830"
"2014-03-19","19 Mar 2014","8.6212","0.83680"
"2014-03-20","20 Mar 2014","8.5718","0.83455"
"2014-03-21","21 Mar 2014","8.5792","0.83570"
"2014-03-24","24 Mar 2014","8.5320","0.83540"
"2014-03-25","25 Mar 2014","8.5525","0.83480"
"2014-03-26","26 Mar 2014","8.5631","0.83360"
"2014-03-27","27 Mar 2014","8.5445","0.82770"
"2014-03-28","28 Mar 2014","8.5474","0.82720"
"2014-03-31","31 Mar 2014","8.5754","0.82820"
"2014-04-01","01 Apr 2014","8.5592","0.82920"
"2014-04-02","02 Apr 2014","8.5568","0.82800"
"2014-04-03","03 Apr 2014","8.5537","0.82970"
"2014-04-04","04 Apr 2014","8.5109","0.82670"
"2014-04-07","07 Apr 2014","8.5266","0.82710"
"2014-04-08","08 Apr 2014","8.5353","0.82420"
"2014-04-09","09 Apr 2014","8.5523","0.82375"
"2014-04-10","10 Apr 2014","8.6163","0.82720"
"2014-04-11","11 Apr 2014","8.6151","0.82910"
"2014-04-14","14 Apr 2014","8.5997","0.82740"
"2014-04-15","15 Apr 2014","8.5868","0.82510"
"2014-04-16","16 Apr 2014","8.6124","0.82390"
"2014-04-17","17 Apr 2014","8.6149","0.82430"
"2014-04-22","22 Apr 2014","8.6175","0.82050"
"2014-04-23","23 Apr 2014","8.6270","0.82390"
"2014-04-24","24 Apr 2014","8.6381","0.82300"
"2014-04-25","25 Apr 2014","8.6520","0.82285"
"2014-04-28","28 Apr 2014","8.6689","0.82280"
"2014-04-29","29 Apr 2014","8.6520","0.82220"
"2014-04-30","30 Apr 2014","8.6716","0.82300"
"2014-05-02","02 May 2014","8.6772","0.82140"
"2014-05-05","05 May 2014","8.6645","0.82293"
"2014-05-06","06 May 2014","8.6829","0.82115"
"2014-05-07","07 May 2014","8.6833","0.82070"
"2014-05-08","08 May 2014","8.6891","0.82330"
